Entry_ID,Category,Subcategory,Organisation,Name_Nepali,Description,Province,District,Palika,Ward,Address,Primary_Phone,Secondary_Phone,Hotline_Code,Fax,Email,Website,Key_Persons,Department,Working_Hours,Is_24_7,Is_Emergency,Source_Name,Source_Type,Data_Source_URL,Verification_Status,Confidence_Level,Last_Checked,Notes,Palika_Category_Status
BHM-OTH-0019,Other,Education - School,Seti Devi Secondary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,4,Chaubas,9841701941,,,,,,Headteacher: Saraswati Ramajhi,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0020,Other,Education - School,Sarbajanik Basic School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,5,Manedanda,9843929835,,,,,,Headteacher: Suresh Raj Khadka,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0021,Other,Education - School,Ganesh Primary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,5,Bhumlu Danda,9841017555,,,,,,Headteacher: Anu Lama,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0022,Other,Education - School,Bag Devi Secondary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,5,Mulabari,9849174169,,,,,,Headteacher: Sarita Syangtan,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0023,Other,Education - School,Janata Secondary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,6,Kolati,9851351887,,,,,,Headteacher: Bhojraj Thing,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0024,Other,Education - School,Sunkoshi Janabikash Primary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,6,Kolati,9849206749,,,,,,Headteacher: Anil Kumar Thapaliya,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0025,Other,Education - School,Saraswati Primary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,6,Kolati,9861797584,,,,,,Headteacher: Bikram Shrestha,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0026,Other,Education - School,Kaushik Vaidik Gurukul,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,6,Kolati,9851234199,,,,,,Headteacher: Ramchandra Timalsina,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0027,Other,Education - School,Sharada Secondary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,7,Phalate,9841496971,,,,,,Headteacher: Sing Bahadur Lama,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0028,Other,Education - School,Pataleshwor Primary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,7,Phalate,9860941612,,,,,,Headteacher: Krishna Bahadur Kshetri,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0029,Other,Education - School,Prakash Secondary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,8,Bhumlutar,9841529722,,,,,,Headteacher: Hari Narayan Shah,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0030,Other,Education - School,Dulareshwor Secondary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,8,Dolalghat,9841860116,,,,,,Headteacher: Ashok Chandra Jha,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0031,Other,Education - School,Singh Devi Primary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,8,Bandeu,9841108679,,,,,,Headteacher: Kamal Narayan Shrestha,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0032,Other,Education - School,Ganesh Primary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,9,Dhaireni,9841553372,,,,,,Headteacher: Kajiman Tamang,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0033,Other,Education - School,Janajagaran Primary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,9,Jyamdi,9849312453,,,,,,Headteacher: Ram Kumar Thakuri,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0034,Other,Education - School,Bal Chetana Primary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,9,Jyamdi,9851118120,,,,,,Headteacher: Gaurab Tamang,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0035,Other,Education - School,Chamunda Devi Primary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,9,Jyamdi,9844214569,,,,,,Headteacher: Mohan Prasad Bajgain,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0036,Other,Education - School,Saraswati Primary School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,10,Dolalghat,9851119885,,,,,,Headteacher: Krishna Man Lama,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0037,Other,Education - School,Saurank Basic School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,10,Khumbari,9843817024,,,,,,Headteacher: Tej Bikram Kharel,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0038,Other,Education - School,Baljyoti English School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,10,Chakhola,9849313937,,,,,,Headteacher: Chhabi Parajuli,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
BHM-OTH-0039,Other,Education - School,Children Light School,,School and headteacher contact published in Bhumlu Rural Municipality's 2081 headteacher directory.,Bagmati Province,Kavrepalanchok,Bhumlu Rural Municipality,10,Dolalghat,9851328412,,,,,,Headteacher: Apsara Thakuri,Education,,,,Bhumlu Rural Municipality Headteacher Details 2081,Official Municipality,https://www.bhumlumun.gov.np/sites/bhumlumun.gov.np/files/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%95%E0%A4%95%E0%A5%8B%20%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80%202081.pdf,Verified,High,2026-07-30,Public school headteacher contact listed in the municipality directory.,Completed
CDR-OTH-0001,Other,Education - School,Bal Chandra Primary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,8,Chaurideurali 8,9841502005,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0002,Other,Education - School,Bachchheshwar Primary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,8,Chaurideurali 8,9741025645,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0003,Other,Education - School,Jana Jagriti Primary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,8,Chaurideurali 8,9818717430,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0004,Other,Education - School,Jwala Devi Basic School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,8,Chaurideurali 6,9818794003,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0005,Other,Education - School,Deurali Secondary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,8,Chaurideurali 8,9803731948,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0006,Other,Education - School,Bhumesthan Secondary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,8,Chaurideurali 8,9741024962,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0007,Other,Education - School,Bhagawati Primary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,8,Chaurideurali 8,9812804520,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0008,Other,Education - School,Gram Bikash Secondary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,4,Chaurideurali 4,9842543690,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0009,Other,Education - School,Janata Primary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,4,Chaurideurali 4,9860586799,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0010,Other,Education - School,Dhand Kharka Primary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,5,Chaurideurali 5,9741209584,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0011,Other,Education - School,Bhumesthan Primary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,4,Chaurideurali 4,9860068882,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0012,Other,Education - School,Ishwori Devi Basic School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,9,Manedanda,9823362444,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0013,Other,Education - School,Kalika Devi Primary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,9,Chisapani,9860956708,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0014,Other,Education - School,Saraswati Secondary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,4,Salime Chheda,9851004882,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0015,Other,Education - School,Bal Jyoti Primary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,4,Sugure,9841724872,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0016,Other,Education - School,Suryodaya Primary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,9,Thalipadhera,9851203383,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0017,Other,Education - School,Ramchandra Primary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,9,Chaurideurali 9,9808644089,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
CDR-OTH-0018,Other,Education - School,Bokse Primary School,,"School contact listed in the government School Details by Local Level and District, 2076 directory.",Bagmati Province,Kavrepalanchok,Chauri Deurali Rural Municipality,6,Chaurideurali 6,9851123830,,,,,,,Education,,,,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,Medium,2026-07-30,"Official government directory, but published for fiscal year 2076; phone must be rechecked before current operational use.",Completed
